scenario,request_source,station_id,station_name,latitude,longitude,seeds,requests_mean,failures_avoided_mean,failures_avoided_median,failures_avoided_p10,failures_avoided_p90,worsening_seeds,worsening_probability,improving_seeds,improving_probability,tied_seeds,p0_service_rate_mean,p2r_service_rate_mean,observed_baseline_failures_avoided,observed_baseline_worsened,new_worsening_under_latent,stability_class
low,combined,2350,래미안그레이튼102동앞,37.49482346,127.04790497,50,38,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2351,청소년수련관(수영장)앞,37.48387909,127.0890274,50,46,7.86,8.0,6,9,0,0.0,50,1.0,0,0.798261,0.969131,7,false,false,never_worsened
low,combined,2352,서울본부세관(건설회관 앞),37.51758957,127.03502655,50,81,24.2,24.5,20,28,0,0.0,50,1.0,0,0.371852,0.670617,28,false,false,never_worsened
low,combined,2353,강남구청역 2번출구 뒤,37.51681137,127.04047394,50,167,66.56,66.0,58,74,0,0.0,50,1.0,0,0.322715,0.719157,47,false,false,never_worsened
low,combined,2354,청담역 2번출구,37.51978683,127.0567627,50,33,14.14,15.0,9,18,0,0.0,50,1.0,0,0.36606,0.794546,19,false,false,never_worsened
low,combined,2356,강남구청,37.51807022,127.04711914,50,80,26.7,27.0,21,31,0,0.0,50,1.0,0,0.514842,0.847234,28,false,false,never_worsened
low,combined,2357,르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),37.50166321,127.04297638,50,114,32.62,33.0,28,37,0,0.0,50,1.0,0,0.480202,0.766608,17,false,false,never_worsened
low,combined,2358,구룡초사거리 (현대아파트10동 앞 ),37.48138428,127.05391693,50,88,11.4,12.0,8,15,0,0.0,50,1.0,0,0.773802,0.902253,9,false,false,never_worsened
low,combined,2359,"국립국악중,고교 정문 맞은편",37.47560501,127.05037689,50,176,-0.3,0.0,-1,0,7,0.14,0,0.0,43,1.0,0.998295,0,false,true,intermittent_worsened
low,combined,2360,도곡1동 주민센터 교차로,37.4928093,127.04138947,50,130,4.8,5.0,2,7,1,0.02,49,0.98,0,0.906798,0.943578,3,false,true,intermittent_worsened
low,combined,2362,신사동 가로수길 입구,37.51763535,127.02245331,50,78,-0.3,0.0,-1,0,13,0.26,0,0.0,37,1.0,0.996154,0,false,true,intermittent_worsened
low,combined,2363,강남 을지병원 교차로,37.51913834,127.02751923,50,44,-0.22,0.0,-1,0,11,0.22,0,0.0,39,1.0,0.995,0,false,true,intermittent_worsened
low,combined,2364,도산공원교차로,37.52124023,127.0318985,50,59,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2365,K+ 타워 앞,37.52330017,127.03847504,50,84,-0.86,-1.0,-2,0,26,0.52,0,0.0,24,1.0,0.989762,-1,true,false,intermittent_worsened
low,combined,2368,도곡동 경남아파트 건너편,37.48934174,127.04129791,50,81,20.56,21.0,15,25,0,0.0,50,1.0,0,0.511201,0.763959,23,false,false,never_worsened
low,combined,2369,KT선릉타워,37.50542831,127.0528717,50,155,14.94,15.0,11,17,0,0.0,50,1.0,0,0.876774,0.973161,16,false,false,never_worsened
low,combined,2370,한티역 3번출구,37.49655151,127.0542984,50,47,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2371,한국우편사업진흥원,37.51474762,127.03513336,50,83,40.42,40.5,36,45,0,0.0,50,1.0,0,0.229871,0.711361,36,false,false,never_worsened
low,combined,2372,대치역 사거리,37.49449921,127.063797,50,112,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2373,개포동역 사거리,37.48927689,127.06557465,50,57,5.16,5.0,4,6,0,0.0,50,1.0,0,0.898597,0.989123,5,false,false,never_worsened
low,combined,2375,수서역 1번출구 앞,37.48735046,127.10099792,50,169,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2376,수서역 6번출구 앞,37.48677826,127.10051727,50,179,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2377,수서역 5번출구,37.48735046,127.10232544,50,439,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2380,삼성동베이직하우스앞,37.51169586,127.04934692,50,85,26.96,26.5,22,31,0,0.0,50,1.0,0,0.510739,0.827188,11,false,false,never_worsened
low,combined,2381,언주역 6번출구앞,37.50780869,127.03498077,50,68,18.48,18.0,16,20,0,0.0,50,1.0,0,0.704093,0.972537,11,false,false,never_worsened
low,combined,2382,역삼동 sk뷰 501동앞,37.50122833,127.05036163,50,51,15.72,15.0,11,21,0,0.0,50,1.0,0,0.55216,0.855467,2,false,false,never_worsened
low,combined,2383,보금자리정원,37.46632767,127.09488678,50,42,0.78,0.5,-1,2,8,0.16,25,0.5,17,0.94619,0.964762,2,false,true,intermittent_worsened
low,combined,2384,자곡사거리,37.47602844,127.10594177,50,232,1.32,1.0,0,3,2,0.04,32,0.64,16,0.981897,0.987586,2,false,true,intermittent_worsened
low,combined,2385,학동역,37.51395035,127.03015137,50,95,4.26,5.0,0,7,3,0.06,43,0.86,4,0.902316,0.947158,9,false,true,intermittent_worsened
low,combined,2386,크린랩 본사,37.50958633,127.04090881,50,51,16.38,17.0,13,19,0,0.0,50,1.0,0,0.490737,0.808034,14,false,false,never_worsened
low,combined,2387,래미안강남힐즈 사거리,37.47245407,127.09607697,50,145,-3.12,-2.5,-5,-1,46,0.92,1,0.02,3,0.968276,0.946759,1,false,true,persistent_worsened
low,combined,2388,강남구 도시관리공단,37.51678467,127.05161285,50,85,16.82,16.0,13,21,0,0.0,50,1.0,0,0.400679,0.596809,29,false,false,never_worsened
low,combined,2389,경기여자고등학교 후문 (삼성로3길 입구),37.48616028,127.06723785,50,114,2.06,2.0,-1,5,8,0.16,32,0.64,10,0.955965,0.974035,3,false,true,intermittent_worsened
low,combined,2390,구룡마을 입구 (래미안블레스티지 아파트),37.48088074,127.06304169,50,140,-0.04,0.0,0,0,2,0.04,0,0.0,48,1.0,0.999714,0,false,true,intermittent_worsened
low,combined,2392,구룡산 입구 (구룡산 서울둘레길 입구),37.47447205,127.05545044,50,21,2.36,2.0,1,3,0,0.0,50,1.0,0,0.884955,0.992767,2,false,false,never_worsened
low,combined,2394,개포래미안포레스트아파트 107동 앞,37.48025131,127.05419159,50,114,12.12,12.0,8,17,0,0.0,50,1.0,0,0.763619,0.869625,20,false,false,never_worsened
low,combined,2396,영동3교 북단(우성캐릭터 앞 보도),37.48574066,127.05104828,50,55,1.02,2.0,-3,3,8,0.16,35,0.7,7,0.832364,0.850909,4,false,true,intermittent_worsened
low,combined,2398,더라움,37.50811005,127.0394516,50,69,17.54,17.0,13,22,0,0.0,50,1.0,0,0.483402,0.734696,9,false,false,never_worsened
low,combined,2401,밀알학교 입구 (삼성서울병원 입구),37.48656082,127.08267212,50,48,12.98,13.0,9,17,0,0.0,50,1.0,0,0.455197,0.720125,17,false,false,never_worsened
low,combined,2403,공무원연금매점 교차로 (개포주공9단지 입구),37.48871994,127.07453918,50,132,13.92,14.0,10,18,0,0.0,50,1.0,0,0.820393,0.925727,11,false,false,never_worsened
low,combined,2404,대모산입구역 4번 출구 앞,37.49180984,127.07315826,50,195,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2405,청담공원앞 교차로,37.51871109,127.05084991,50,176,32.78,34.0,25,39,0,0.0,50,1.0,0,0.221234,0.406515,59,false,false,never_worsened
low,combined,2406,논현동 광명빌딩 앞,37.5175705,127.02364349,50,33,-0.18,0.0,-1,0,8,0.16,0,0.0,42,1.0,0.994545,0,false,true,intermittent_worsened
low,combined,2407,역삼서초삼성 세무서 앞 (역삼빌딩 앞,37.49847031,127.03011322,50,227,0.12,0.0,-5,6,22,0.44,23,0.46,5,0.941322,0.94185,9,false,true,intermittent_worsened
low,combined,2408,강남한양수자인아파트,37.4773407,127.11327362,50,157,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2409,역삼동 디오슈페리움 (우성아파트 사거리),37.49206161,127.03074646,50,139,-4.26,-4.0,-8,-2,47,0.94,0,0.0,3,1.0,0.969353,-7,true,false,persistent_worsened
low,combined,2410,포스코피앤에스타워 (역삼역 3번출구 부근),37.49959946,127.03375244,50,180,9.96,10.0,5,16,0,0.0,50,1.0,0,0.558434,0.613449,17,false,false,never_worsened
low,combined,2411,세곡동 성당,37.47296906,127.11222839,50,144,1.08,0.0,0,2,0,0.0,22,0.44,28,0.937864,0.945303,0,false,false,never_worsened
low,combined,2413,도곡역 1번 출구,37.49095917,127.05498505,50,146,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2414,도곡역 아카데미스위트 앞,37.48897171,127.05182648,50,220,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2415,한티역 롯데백화점 앞,37.49667358,127.05342865,50,142,3.3,3.0,1,5,0,0.0,49,0.98,1,0.943703,0.966899,1,false,false,never_worsened
low,combined,2416,한티역 6번 출구,37.4958992,127.05219269,50,74,-4.24,-4.0,-6,-2,50,1.0,0,0.0,0,0.99973,0.942432,-6,true,false,persistent_worsened
low,combined,2417,선정릉 디캠프(D.CAMP)앞,37.50799942,127.04524994,50,44,9.72,10.0,8,12,0,0.0,50,1.0,0,0.700812,0.9176,4,false,false,never_worsened
low,combined,2418,봉은사역 7번 출구,37.51393509,127.05982208,50,108,4.88,5.0,1,9,1,0.02,47,0.94,2,0.850371,0.895556,12,false,true,intermittent_worsened
low,combined,2419,"봉은사역 1,2번 출구",37.51430893,127.05970001,50,77,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2420,학여울역 사거리(LG베스트샵 앞),37.49689484,127.07013702,50,111,-0.9,-1.0,-2,0,28,0.56,0,0.0,22,1.0,0.991892,-6,true,false,intermittent_worsened
low,combined,2422,수서동 성당 맞은편,37.48416901,127.09484863,50,64,-4.02,-4.0,-6,-3,50,1.0,0,0.0,0,1.0,0.937187,-4,true,false,persistent_worsened
low,combined,2423,영희초교 사거리(래미안개포루체하임),37.4908371,127.08065033,50,144,-1.14,0.0,-4,0,20,0.4,0,0.0,30,1.0,0.992083,-1,true,false,intermittent_worsened
low,combined,2425,세곡동 사거리(대왕초등학교 정류장),37.46461868,127.10684967,50,44,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,2426,강남한신휴플러스 6단지,37.46829605,127.10469818,50,83,2.14,0.5,0,6,1,0.02,25,0.5,24,0.827987,0.853396,3,false,true,intermittent_worsened
low,combined,2427,개포고등학교 정문앞,37.48485184,127.0583725,50,111,-2.28,-2.0,-6,1,39,0.78,6,0.12,5,0.983005,0.962534,-1,true,false,intermittent_worsened
low,combined,2430,강남파이낸스센터앞(역삼역2번출구),37.50024414,127.03605652,50,179,27.54,27.0,22,35,0,0.0,50,1.0,0,0.366073,0.519113,15,false,false,never_worsened
low,combined,2431,대치역 7번출구,37.49411774,127.06290436,50,165,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,3602,한국지역난방공사강남지사,37.49229431,127.09433746,50,83,-0.34,1.0,-4,1,17,0.34,27,0.54,6,0.988193,0.984096,1,false,true,intermittent_worsened
low,combined,3604,삼성중앙역 5번출구,37.51296234,127.05386353,50,113,16.54,16.0,13,20,0,0.0,50,1.0,0,0.612884,0.758961,11,false,false,never_worsened
low,combined,3606,신사동주민센터 옆,37.52422714,127.02285004,50,53,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,3609,언주초등학교 입구,37.48536682,127.03849792,50,87,-3.08,-3.0,-4,-2,50,1.0,0,0.0,0,1.0,0.964598,-2,true,false,persistent_worsened
low,combined,3610,윗반마을 입구,37.46534729,127.1088028,50,20,2.36,2.0,1,4,0,0.0,50,1.0,0,0.886554,1.0,1,false,false,never_worsened
low,combined,3611,방죽마을 입구,37.47123337,127.10721588,50,63,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,3614,은마아파트 입구 사거리,37.49840164,127.06093597,50,185,1.5,2.0,-2,4,10,0.2,36,0.72,4,0.950928,0.959002,6,false,true,intermittent_worsened
low,combined,3615,서울 논현동우체국 앞,37.51446152,127.0326004,50,58,23.64,24.0,21,27,0,0.0,50,1.0,0,0.519336,0.92128,24,false,false,never_worsened
low,combined,3616,역삼중학교 앞(체육관 방향),37.49526215,127.04950714,50,41,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,3618,서울율현초교 삼거리,37.47364044,127.10702515,50,102,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,3620,청담역 11번 출구,37.51925659,127.0515976,50,61,11.48,11.0,5,16,0,0.0,50,1.0,0,0.215239,0.400172,5,false,false,never_worsened
low,combined,3622,은마아파트입구 사거리(1),37.49986649,127.0605011,50,57,5.24,5.0,1,8,1,0.02,48,0.96,1,0.767563,0.857479,1,false,true,intermittent_worsened
low,combined,3623,일원에코파크 앞(개포로 방면),37.49587631,127.08650208,50,66,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,3624,대모산입구역 7번 출구 앞,37.49017715,127.07305908,50,42,3.3,3.0,0,6,0,0.0,43,0.86,7,0.662051,0.741259,3,false,false,never_worsened
low,combined,3627,압구정나들목,37.53075027,127.04160309,50,94,11.14,11.0,8,15,0,0.0,50,1.0,0,0.821337,0.938751,3,false,false,never_worsened
low,combined,3629,청담사거리(신한오피스텔빌딩 앞),37.52416229,127.0489502,50,15,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,3630,개포우성6차아파트 정문 앞,37.47685623,127.05536652,50,57,9.98,11.0,6,14,0,0.0,50,1.0,0,0.542194,0.714859,12,false,false,never_worsened
low,combined,3634,국악고교 앞 교차로,37.47402191,127.04844666,50,80,3.36,5.0,0,6,0,0.0,36,0.72,14,0.902677,0.944163,4,false,false,never_worsened
low,combined,3636,삼성중앙역·플래티넘아파트 정류소,37.51264191,127.05156708,50,104,30.14,29.0,26,37,0,0.0,50,1.0,0,0.41059,0.700504,30,false,false,never_worsened
low,combined,3637,세곡데이케어센터,37.46072388,127.10287476,50,31,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,3638,신청담나들목,37.52796173,127.05162811,50,34,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,3640,일원1동주민센터앞 사거리,37.49087906,127.08795929,50,194,-10.96,-11.0,-14,-8,50,1.0,0,0.0,0,0.979794,0.923299,-1,true,false,persistent_worsened
low,combined,3641,대청역,37.49370575,127.0799942,50,170,2.48,2.5,-1,5,5,0.1,42,0.84,3,0.963899,0.978432,3,false,true,intermittent_worsened
low,combined,3642,LH강남힐스테이트아파트,37.47081375,127.08969879,50,151,10.7,12.0,7,14,0,0.0,50,1.0,0,0.251598,0.322172,16,false,false,never_worsened
low,combined,3643,더시그넘하우스 앞,37.47267914,127.10375977,50,98,0.16,0.0,0,1,2,0.04,8,0.16,40,0.877039,0.878675,0,false,true,intermittent_worsened
low,combined,3644,상록수아파트,37.48276138,127.08042145,50,89,15.74,16.0,10,20,0,0.0,50,1.0,0,0.228939,0.405773,29,false,false,never_worsened
low,combined,3646,선정릉역 4번 출구,37.5097847,127.04277039,50,84,19.52,19.0,16,24,0,0.0,50,1.0,0,0.515299,0.745119,23,false,false,never_worsened
low,combined,3647,구룡역 1번 출구,37.48642349,127.05931854,50,100,6.66,7.0,2,10,1,0.02,49,0.98,0,0.8474,0.914,10,false,true,intermittent_worsened
low,combined,3648,구룡역 4번 출구,37.48670578,127.0605011,50,24,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,3649,구룡역 5번 출구,37.48607635,127.05921936,50,84,2.5,3.0,-2,6,9,0.18,39,0.78,2,0.890482,0.919817,2,false,true,intermittent_worsened
low,combined,3651,개포동역 4번출구,37.48929596,127.06616974,50,149,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,4902,구역삼세무서 교차로,37.49524307,127.03937531,50,144,0.16,0.0,-5,6,23,0.46,23,0.46,4,0.786383,0.78747,0,false,true,intermittent_worsened
low,combined,4903,신사스퀘어,37.51916885,127.0189743,50,39,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,4905,강남경찰서,37.50971985,127.06679535,50,284,12.88,12.5,8,17,0,0.0,50,1.0,0,0.744643,0.789805,7,false,false,never_worsened
low,combined,4906,섬유센터 앞,37.50767136,127.06017303,50,221,22.44,23.0,20,24,0,0.0,50,1.0,0,0.875962,0.977151,20,false,false,never_worsened
low,combined,4907,극동스포츠 앞,37.5257225,127.02588654,50,82,3.68,3.0,0,7,0,0.0,39,0.78,11,0.827073,0.871951,6,false,false,never_worsened
low,combined,4908,SB타워 앞,37.52210999,127.03646088,50,39,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,4909,노보텔 앰배서더 앞,37.50570297,127.02919769,50,53,2.56,2.0,0,6,0,0.0,37,0.74,13,0.358608,0.406479,10,false,false,never_worsened
low,combined,4913,레베쌍트 빌딩 앞,37.51292038,127.056427,50,46,0.02,0.0,0,0,0,0.0,1,0.02,49,0.99913,0.999565,0,false,false,never_worsened
low,combined,4914,도심공항타워 앞,37.50999069,127.05847168,50,140,24.12,25.0,21,27,0,0.0,50,1.0,0,0.811714,0.984,24,false,false,never_worsened
low,combined,4915,영동중앙교회 버스정류장,37.49775314,127.03857422,50,57,8.76,8.0,7,11,0,0.0,50,1.0,0,0.415644,0.570457,5,false,false,never_worsened
low,combined,4916,청담역 1번출구,37.51973724,127.05767822,50,43,6.58,6.0,5,10,0,0.0,50,1.0,0,0.142604,0.300038,1,false,false,never_worsened
low,combined,4917,일원에코파크 주차장,37.49404526,127.08678436,50,170,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,4918,매봉역 1번출구,37.48661041,127.04550934,50,83,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,4919,학여울역사거리(은마아파트),37.49665833,127.06938171,50,32,3.58,4.0,1,5,0,0.0,49,0.98,1,0.885111,0.99222,0,false,false,never_worsened
low,combined,4923,수협대치동지점,37.49861526,127.0683136,50,118,-0.2,0.0,0,0,4,0.08,0,0.0,46,1.0,0.998305,0,false,true,intermittent_worsened
low,combined,4924,논현동가구거리,37.51280975,127.02636719,50,47,2.5,2.0,2,4,0,0.0,50,1.0,0,0.87243,0.925445,1,false,false,never_worsened
low,combined,4925,청담백영빌딩 앞,37.52390289,127.04660797,50,42,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,4926,대치우성아파트 사거리,37.50099564,127.06803894,50,216,1.08,1.0,-1,3,6,0.12,28,0.56,16,0.962065,0.967051,4,false,true,intermittent_worsened
low,combined,4928,교수마을 입구,37.4818573,127.10456085,50,33,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,4929,파스쿠찌 청담사거리점 앞,37.52464676,127.04914856,50,73,-0.1,0.0,-1,0,5,0.1,0,0.0,45,1.0,0.99863,0,false,true,intermittent_worsened
low,combined,4930,학여울역 1번 출구,37.49662018,127.07099915,50,53,0.36,0.0,0,1,0,0.0,16,0.32,34,0.869057,0.875849,5,false,false,never_worsened
low,combined,4931,디에이치퍼스티어아이파크 124동 앞,37.48131943,127.05435181,50,137,1.16,1.0,-2,5,13,0.26,27,0.54,10,0.787647,0.796005,6,false,true,intermittent_worsened
low,combined,4932,개포래미안포레스트 130동 맞은편,37.47748566,127.05743408,50,67,0.78,0.0,-4,5,20,0.4,23,0.46,7,0.759776,0.770893,0,false,true,intermittent_worsened
low,combined,4935,도곡삼성래미안,37.48920441,127.05106354,50,74,-5.7,-6.0,-7,-4,50,1.0,0,0.0,0,0.956353,0.879714,-3,true,false,persistent_worsened
low,combined,4936,SK텔레콤(T1) 인근,37.51263046,127.04283142,50,45,5.58,5.0,3,9,0,0.0,50,1.0,0,0.291106,0.415022,5,false,false,never_worsened
low,combined,4937,개포래미안포레스트126동 앞,37.47816467,127.05630493,50,79,1.74,1.0,0,3,0,0.0,43,0.86,7,0.613484,0.635508,2,false,false,never_worsened
low,combined,4938,LH수서2단지 201동 앞,37.47955322,127.10666656,50,274,0.14,0.0,0,1,0,0.0,6,0.12,44,0.966412,0.966925,0,false,false,never_worsened
low,combined,4939,도산공원,37.5253067,127.03302765,50,29,3.68,4.0,3,4,0,0.0,50,1.0,0,0.866897,0.993793,4,false,false,never_worsened
low,combined,4940,한강버스 압구정 선착장,37.52643204,127.01720428,50,248,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,4941,압구정로 11길,37.52594757,127.02082825,50,39,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
low,combined,4942,율현삼거리,37.46805573,127.12036133,50,24,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
base,observed,2301,현대고등학교 건너편,37.52407074,127.02178955,50,68,1.14,1.0,0,2,0,0.0,37,0.74,13,0.983235,1.0,0,false,false,never_worsened
base,observed,2302,교보타워 버스정류장(신논현역 3번출구 후면),37.5055809,127.02427673,50,130,-0.3,0.0,-1,0,15,0.3,0,0.0,35,1.0,0.997692,0,false,true,intermittent_worsened
base,observed,2303,논현역 10번출구,37.51137161,127.02146149,50,146,28.9,28.5,25,32,0,0.0,50,1.0,0,0.75,0.947945,23,false,false,never_worsened
base,observed,2304,대현그린타워,37.5116272,127.03565216,50,67,40.7,41.0,38,43,0,0.0,50,1.0,0,0.241194,0.848657,44,false,false,never_worsened
base,observed,2305,MCM 본사 직영점 앞,37.52064133,127.03450775,50,39,-2.96,-3.0,-4,-2,50,1.0,0,0.0,0,1.0,0.924103,-4,true,false,persistent_worsened
base,observed,2306,압구정역 2번 출구 옆,37.5271225,127.02871704,50,231,29.52,30.0,24,32,0,0.0,50,1.0,0,0.852295,0.980087,23,false,false,never_worsened
base,observed,2307,압구정 한양 3차 아파트,37.52838135,127.03901672,50,125,18.08,18.0,16,21,0,0.0,50,1.0,0,0.82816,0.9728,18,false,false,never_worsened
base,observed,2308,압구정파출소 앞,37.52930069,127.03559875,50,120,-1.34,-1.0,-4,0,30,0.6,0,0.0,20,1.0,0.988833,-1,true,false,intermittent_worsened
base,observed,2309,청담역(우리들병원 앞),37.51890182,127.04938507,50,50,20.36,20.0,18,22,0,0.0,50,1.0,0,0.5508,0.958,21,false,false,never_worsened
base,observed,2310,청담동 맥도날드 옆(위치),37.52361298,127.04017639,50,49,4.56,5.0,4,5,0,0.0,50,1.0,0,0.906939,1.0,5,false,false,never_worsened
base,observed,2311,학동로 래미안 아파트 앞,37.51777267,127.04302216,50,43,19.2,19.5,17,21,0,0.0,50,1.0,0,0.501395,0.947907,19,false,false,never_worsened
base,observed,2312,청담역 13번 출구 앞,37.52058029,127.05632782,50,67,14.82,15.0,13,16,0,0.0,50,1.0,0,0.756418,0.977612,15,false,false,never_worsened
base,observed,2313,금원빌딩 앞,37.52505493,127.05252838,50,62,-0.14,0.0,-1,0,7,0.14,0,0.0,43,1.0,0.997742,0,false,true,intermittent_worsened
base,observed,2315,봉은사역 5번출구 옆,37.51424789,127.06111908,50,109,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
base,observed,2317,삼성도로공원,37.51588821,127.06620026,50,93,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
base,observed,2318,삼성중앙역4번출구(문화센터더 리빌),37.51357651,127.05503082,50,15,0.84,1.0,0,1,0,0.0,42,0.84,8,0.934666,0.990667,1,false,false,never_worsened
base,observed,2319,포스코사거리 서측(수협 삼성동 지점),37.50660706,127.05467987,50,108,8.08,8.0,7,10,0,0.0,50,1.0,0,0.919815,0.99463,7,false,false,never_worsened
base,observed,2320,도곡역 대치지구대 방향,37.49191284,127.05709076,50,87,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
base,observed,2321,학여울역 사거리,37.49611664,127.06944275,50,34,-0.3,0.0,-1,0,15,0.3,0,0.0,35,1.0,0.991176,0,false,true,intermittent_worsened
base,observed,2324,천주교 대치 2동 교회 옆,37.50043869,127.06622314,50,126,0.02,0.0,0,0,0,0.0,1,0.02,49,0.999841,1.0,0,false,false,never_worsened
base,observed,2325,대치삼성아파트 앞 교차로,37.4986496,127.05931854,50,97,8.6,8.5,7,10,0,0.0,50,1.0,0,0.902887,0.991546,6,false,false,never_worsened
base,observed,2326,대치동 삼성로,37.50239563,127.05879974,50,50,14.1,14.0,12,17,0,0.0,50,1.0,0,0.5644,0.8464,14,false,false,never_worsened
base,observed,2327,뱅뱅사거리 랜드마크타워 앞,37.49055099,127.03146362,50,140,-1.64,-1.0,-4,0,32,0.64,0,0.0,18,1.0,0.988286,0,false,true,intermittent_worsened
base,observed,2328,르네상스 호텔 사거리 역삼지하보도 7번출구 앞,37.50321198,127.04273224,50,109,17.48,17.5,14,20,0,0.0,50,1.0,0,0.717615,0.877982,19,false,false,never_worsened
base,observed,2329,르네상스호텔사거리 역삼지하보도 2번출구,37.50235748,127.04319,50,38,5.5,6.0,4,7,0,0.0,50,1.0,0,0.837895,0.982631,5,false,false,never_worsened
base,observed,2330,역삼월드메르디앙아파트 앞,37.49219894,127.03945923,50,69,3.48,3.0,2,6,0,0.0,49,0.98,1,0.948986,0.99942,0,false,false,never_worsened
base,observed,2331,동영문화센터앞,37.49805069,127.04460144,50,96,17.34,17.0,13,21,0,0.0,50,1.0,0,0.7475,0.928125,16,false,false,never_worsened
base,observed,2332,선릉역3번출구,37.50410461,127.04903412,50,227,37.24,37.0,34,41,0,0.0,50,1.0,0,0.816035,0.980088,40,false,false,never_worsened
base,observed,2333,양재역 3번출구 주변,37.48515701,127.03407288,50,172,43.68,43.0,38,50,0,0.0,50,1.0,0,0.502674,0.756628,45,false,false,never_worsened
base,observed,2335,3호선 매봉역 3번출구앞,37.48676682,127.04676056,50,302,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
base,observed,2336,강남세브란스교차로 래미안그레이튼 104동 앞,37.49423599,127.04746246,50,98,1.0,1.0,-2,3,8,0.16,34,0.68,8,0.95898,0.969184,2,false,true,intermittent_worsened
base,observed,2337,대모산입구역 2번출구 앞,37.49207687,127.07197571,50,62,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
base,observed,2339,현대아파트 정문 앞,37.48326111,127.0522995,50,76,2.68,3.0,1,4,0,0.0,50,1.0,0,0.948684,0.983947,1,false,false,never_worsened
base,observed,2340,삼호물산버스정류장(23370) 옆,37.47750854,127.04517365,50,313,0.0,0.0,0,0,0,0.0,0,0.0,50,1.0,1.0,0,false,false,never_worsened
base,observed,2341,일원역 4~5번 출구 사이,37.4833107,127.08493805,50,80,28.48,28.5,26,31,0,0.0,50,1.0,0,0.54925,0.90525,33,false,false,never_worsened
