station_id,station_name_2025,live_station_id,station_name_live,latitude,longitude,captured_at_utc,source
3615,서울 논현동우체국 앞,ST-2679,서울 논현동우체국 앞,37.51446152,127.0326004,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3616,역삼중학교 앞(체육관 방향),ST-2680,역삼중학교 앞(체육관 방향),37.49526215,127.04950714,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3618,서울율현초교 삼거리,ST-2681,서울율현초교 삼거리,37.47364044,127.10702515,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3620,청담역 11번 출구,ST-2682,청담역 11번 출구,37.51925659,127.0515976,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3622,은마아파트입구 사거리(1),ST-2684,은마아파트입구 사거리(1),37.49986649,127.0605011,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3623,일원에코파크 앞(개포로 방면),ST-2685,일원에코파크 앞(개포로 방면),37.49587631,127.08650208,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3624,대모산입구역 7번 출구 앞,ST-2686,대모산입구역 7번 출구 앞,37.49017715,127.07305908,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3627,압구정나들목,ST-2688,압구정나들목,37.53075027,127.04160309,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3629,청담사거리(신한오피스텔빌딩 앞),ST-2690,청담사거리(신한오피스텔빌딩 앞),37.52416229,127.0489502,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3630,개포우성6차아파트 정문 앞,ST-2691,개포우성6차아파트 정문 앞,37.47685623,127.05536652,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3634,국악고교 앞 교차로,ST-2788,국악고교 앞 교차로,37.47402191,127.04844666,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3636,삼성중앙역·플래티넘아파트 정류소,ST-2837,삼성중앙역·플래티넘아파트 정류소,37.51264191,127.05156708,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3637,세곡데이케어센터,ST-2838,세곡데이케어센터,37.46072388,127.10287476,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3638,신청담나들목,ST-2839,신청담나들목,37.52796173,127.05162811,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3640,일원1동주민센터앞 사거리,ST-2847,일원1동주민센터앞 사거리,37.49087906,127.08795929,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3641,대청역,ST-2867,대청역,37.49370575,127.0799942,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3642,LH강남힐스테이트아파트,ST-2907,강남자곡힐스테이트,37.47081375,127.08969879,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3643,더시그넘하우스 앞,ST-2868,더시그넘하우스 앞,37.47267914,127.10375977,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3644,상록수아파트,ST-2869,상록수아파트,37.48276138,127.08042145,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3646,선정릉역 4번 출구,ST-2882,선정릉역 4번 출구,37.5097847,127.04277039,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3647,구룡역 1번 출구,ST-2925,구룡역 1번 출구,37.48642349,127.05931854,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3648,구룡역 4번 출구,ST-2926,구룡역 4번 출구,37.48670578,127.0605011,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3649,구룡역 5번 출구,ST-2927,구룡역 5번 출구,37.48607635,127.05921936,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
3651,개포동역 4번출구,ST-3049,개포동역 4번출구,37.48929596,127.06616974,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4902,구역삼세무서 교차로,ST-2870,구역삼세무서 교차로,37.49524307,127.03937531,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4903,신사스퀘어,ST-3066,신사스퀘어,37.51916885,127.0189743,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4905,강남경찰서,ST-3079,강남경찰서,37.50971985,127.06679535,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4906,섬유센터 앞,ST-3077,섬유센터 앞,37.50767136,127.06017303,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4907,극동스포츠 앞,ST-3078,극동스포츠 앞,37.5257225,127.02588654,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4908,SB타워 앞,ST-3096,SB타워 앞,37.52210999,127.03646088,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4909,노보텔 앰배서더 앞,ST-3108,노보텔 앰배서더 앞,37.50570297,127.02919769,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4913,레베쌍트 빌딩 앞,ST-3111,레베쌍트 빌딩 앞,37.51292038,127.056427,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4914,도심공항타워 앞,ST-3112,도심공항타워 앞,37.50999069,127.05847168,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4915,영동중앙교회 버스정류장,ST-3115,영동중앙교회 버스정류장,37.49775314,127.03857422,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4916,청담역 1번출구,ST-3164,청담역 1번출구,37.51973724,127.05767822,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4917,일원에코파크 주차장,ST-3179,일원에코파크 주차장,37.49404526,127.08678436,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4918,매봉역 1번출구,ST-3185,매봉역 1번출구,37.48661041,127.04550934,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4919,학여울역사거리(은마아파트),ST-3178,학여울역사거리(은마아파트),37.49665833,127.06938171,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4923,수협대치동지점,ST-3207,수협대치동지점,37.49861526,127.0683136,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4924,논현동가구거리,ST-3208,논현동가구거리,37.51280975,127.02636719,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4925,청담백영빌딩 앞,ST-3243,청담백영빌딩 앞,37.52390289,127.04660797,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4926,대치우성아파트 사거리,ST-3240,대치우성아파트 사거리,37.50099564,127.06803894,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4928,교수마을 입구,ST-3245,교수마을 입구,37.4818573,127.10456085,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4929,파스쿠찌 청담사거리점 앞,ST-3254,투썸플레이스 강남청담점 앞,37.52464676,127.04914856,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4930,학여울역 1번 출구,ST-3268,학여울역 1번출구,37.49662018,127.07099915,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4931,디에이치퍼스티어아이파크 124동 앞,ST-3307,디에이치퍼스티어아이파크 124동 앞,37.48131943,127.05435181,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4932,개포래미안포레스트 130동 맞은편,ST-3294,개포래미안포레스트 130동 맞은편,37.47748566,127.05743408,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4935,도곡삼성래미안,ST-3302,도곡삼성래미안,37.48920441,127.05106354,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4936,SK텔레콤(T1) 인근,ST-3348,SK텔레콤(T1) 인근,37.51263046,127.04283142,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4937,개포래미안포레스트126동 앞,ST-3364,개포래미안포레스트 126동 앞,37.47816467,127.05630493,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4938,LH수서2단지 201동 앞,ST-3376,LH수서2단지 201동 앞,37.47955322,127.10666656,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4939,도산공원,ST-3386,도산공원,37.5253067,127.03302765,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4940,한강버스 압구정 선착장,ST-3389,한강버스 압구정 선착장,37.52643204,127.01720428,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4941,압구정로 11길,ST-3394,압구정로 11길,37.52594757,127.02082825,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
4942,율현삼거리,ST-3414,율현삼거리,37.46805573,127.12036133,2026-08-20T06:42:18.736160+00:00,Seoul Open Data live bike API
